site_nr	new_site_id	site_id	site_name	region	cluster	cluster_name	stratum	succession	moisture	fertility	utm_x	utm_y	nat_biodiv_pct	forest_500_km2	forest_1000_km2	forest_2000_km2	forest_5000_km2	intfield_500_km2	intfield_1000_km2	intfield_2000_km2	intfield_5000_km2	nat_500_km2	nat_1000_km2	nat_2000_km2	nat_5000_km2	natforest_500_km2	natforest_1000_km2	natforest_2000_km2	natforest_5000_km2	natpermgrass_500_km2	natpermgrass_1000_km2	natpermgrass_2000_km2	natpermgrass_5000_km2	temp_con	spatcon_500_pct	spatcon_1000_pct	spatcon_2000_pct	spatcon_5000_pct	uniqueness_weight	nat_index	precipitation_dmi	surfacewater_coverage	litter_mass	org_mat_ph	ph_min	org_mat	p_cores_org_mat	soil_class	veg_height_mean	bare_soil_mean	moss_cover_mean	lichen_cover_mean	deadwood_vol	deadwood_vol_ha	treedensity_40dbh_dec	treedensity_40dbh_con	trees_40dbh_basal_area	trees_40dbh_count	trees_40dbh_nospecies	trees_40dbh_shannon	trees_40dbh_shannon_evenness	uprooted_count	carcass_count	deer_badv3	hare_badv3	cow_badv3	sheep_badv3	horse_badv3	dung_pa	water_badv3	deadwood_badv3	anthill_badv3	boulder_badv3	flower_june	flower_june_vol	flower_aug	flower_aug_vol	flower_april	flower_april_vol	surfacetemp_max_all	surfacetemp_wq95_all	surfacetemp_sd_all	surfacetemp_wq90_day	airtemp_sd_all	airtemp_wq85_day	airtemp_min_night	airtemp_wq05_night	light_med_all	light_sd_all	light_wq10_day	light_wq15_day	vpd_wq85_all	vpd_wq90_all	vpd_sd_all	vpd_mean_day	surfacetemp_mean_diff	surfacetemp_10_90_day	airtemp_mean_diff	vpd_mean_diff	vpd_sd_diff	ellenberg_l	ellenberg_f	ellenberg_r	ellenberg_n	ellenberg_s	ellenberg_t	ellenberg_n_ph	grime_c	grime_r	grime_s	plant_1_nms	plant_2_nms	plant_3_nms	moss_rich	gastropod_rich	collembol_rich	moss_rich_rl	plant_rich_rl	moss_score_rl	lichen_score_rl.x	plant_score_rl	plant_rich	plant_rich_rl_dd	plant_score_rl_dd	bio_stratum	canopy_high_avg	canopy_high_perc	canopy_high_sd	canopy_low_avg	canopy_low_perc	canopy_low_sd	apoidea_indiv	apoidea_rich	apoidea_rich_rl	apoidea_rich_rl_dd	apoidea_score_rl	apoidea_score_rl_dd	araneae_indiv	araneae_rich	araneae_rich_rl	araneae_rich_rl_dd	araneae_score_rl	araneae_score_rl_dd	carabid_indiv	carabid_rich	carabid_rich_rl	carabid_rich_rl_dd	carabid_score_rl	carabid_score_rl_dd	cicadinea_indiv	cicadinea_rich	fungi_rich	fungi_rich_rl	fungi_rich_rl_dd	fungi_score_rl	fungi_score_rl_dd	heterop_indiv	heterop_rich	heterop_rich_rl	heterop_rich_rl_dd	heterop_score_rl	heterop_score_rl_dd	lepidop_indiv	lepidop_rich	lepidop_rich_rl	lepidop_rich_rl_dd	lepidop_score_rl	lepidop_score_rl_dd	lichen_rich	lichen_rich_rl	lichen_rich_rl_dd	lichen_score_rl.y	lichen_score_rl_dd	syrphidae_indiv	syrphidae_rich	syrphidae_rich_rl	syrphidae_rich_rl_dd	syrphidae_score_rl	syrphidae_score_rl_dd	trichop_indiv	trichop_rich	trichop_rich_rl	trichop_rich_rl_dd	trichop_score_rl	trichop_score_rl_dd	gall_rich	gall_rich_rl	gall_rich_rl_dd	gall_score_rl	gall_score_rl_dd	gall_syn_taxon	gall_herbivor_taxon	overall_rich	overall_rich_rl	zoo_rich	zoo_rich_rl	detrivores	flyers	herbivores	predators	fungi_decomposer_rich	fungi_symbiont_rich	link_fungi_pred	link_insect_pred	link_insect_sum	link_fungi_sum	plant_abund_sum	flower_vol_sum	dung_sum	soil_ph_sd	soil_ph_avg	leaf_n_avg	leaf_c_avg	leaf_p_avg	leaf_np_avg	soil_c_avg	soil_n_avg	soil_p_avg	sfi_avg	sfi_2_avg	leaf_n_sd	leaf_c_sd	leaf_p_sd	leaf_np_sd	soil_c_sd	soil_n_sd	soil_p_sd	sfi_sd	sfi_2_sd	Ca	sfi_3	soilm_avg_aug	soilm_avg_may	soilm_med_aug	soilm_med_may	soilm_sd_aug	soilm_sd_may	soilm_trimmean_aug	soilm_trimmean_may	soilm_var_aug	soilm_var_may	soilm_med_diff	smi	anthro
13	NT013	NT13	Toemmerby_Fjord	Njut	NT	Thy	LateWetPoor	Late	Wet	Poor	495752.92	6323436.49	89.66	0.24223	1.4657	4.802	21.724	0.0606	0.31886	1.7375	18.9114	0.545863	1.31661	3.07	21.181	0.7075	2.5785	7.6	41.875	0.546257	1.43676	3.268	22.429	2	13.33	6	2	0.37	0.11	0.649	829.4	<1	373.696	4.047	5.007	55	1	Sand	14.625	21.25	57.5	0	0.9769	0.1563	0.197352	0.048996	8.672	3	1	1.098	0	0	0	0.37375	0	0	0	0	1	0.00637	0.08686	0	0	0	0	0	0	0	0	30.154	19.567	3.465	18.14	3.593	16.783	1.832	5.27	98	440.292	8	22	0.312	0.377	0.1789	0.1734	2.269	0.521	2.754	0.1203	0.137	5.192	6.952	3.275	3.073	0	4.25	0.938	4.604166667	0.541666667	6.854166667	-0.641389556068481	0.0931987868462195	-0.445003448446868	38	6	10	0	1	0	6	1	35	1	1	LateWetPoor	7.060542601904824	12.4529609680176	3.5106875107026334	1.6321900322041818	2.71114206314087	0.7546468006641213	0	0	0	0	0	0	105	35	0	0	0	0	15	3	0	0	0	0	21	11	150	2	5	3	6	7	7	0	0	0	0	5	4	0	0	0	0	22	4	5	6	7	6	2	0	0	0	0	27	5	0	0	0	0	8	0	1	0	1	7	7	336	7	91	0	25	14	32	47	79	65	2380	2786	8128	5873	51	0	0.37375	0.3861235105388823	4.242797725949822	3.2279999999999998	45.07	0.2839289864	11.42170935525421	1561.3658260801178	73.44143328823414	3.579216196440444	4.200396970669241	3.9955975573953046	0.3027705401785318	0.800031249389673	0.02156076067507795	1.396038118371443	1119.3453515995702	60.224747835745575	2.7263031357296814	0.1661196356537484	0.24795245901036492	481	4.508177272241872	55.31875	56.39375	66.4	70.75	22.788658546156977	23.25050447481373	59.40833333333333	61.00833333333333	519.3229583333334	540.5859583333333	4.349999999999994	7.146089713129973	nat
14	NT014	NT14	Febbersted	Njut	NT	Thy	MidDryPoor	Mid	Dry	Poor	480429.24	6330041.18	30.11	0.01405	0.0663	0.15	4.499	0.0549	0.436718	3.4021	14.0026	0.360126	0.83636	1.725	11.112	0.3717	0.8977	1.869	15.236	0.370751	0.85948	1.766	11.434	4	20	11.67	5	3	0.184	0.779	858.5	0	10.658	0	5.07	0	0	Sand	7.875	1.5	25	14.25	0	0	0	0	0	0	0	0	0	0	0	0.52086	0	0	0	0	1	0	0	0	0	2.95817	5.92	0.403	6.05	0	0	44.828	32.807	8.027	30.558	3.946	19.127	3.7222	6.643	1152	4893.061	107	272	0.662	0.778	0.3407	0.3968	9.205	0.352	4.163	0.3083	0.2765	6.87	4.578	4.525	2.492	0.56558	5.71	0.551	2.886752137	1.864316239	7.248931624	-0.0958032190551431	0.990062331946994	0.908837360844807	15	4	7	0	0	0	6	0	30	0	0	EarlyDryPoor	0	0	0	0	0	0	17	3	0	0	0	0	60	31	0	1	0	1	16	2	0	0	0	0	21	16	21	1	2	3	4	11	11	0	0	0	0	8	6	0	0	0	0	13	5	5	8	8	10	4	0	0	0	0	80	9	0	0	0	0	1	0	0	0	0	1	1	173	6	94	0	19	29	37	46	12	8	200	1015	2490	190	55	11.969999999999999	0.52086	0.12553220038433704	5.069857374806879	1.3225	43.120000000000005	0.20817880975	6.430980239175535	6778.138766305372	204.3908918093025	3.2546447036978736	3.1329698958212875	2.890739504776454	0.1875055554732534	1.8552807514407799	0.04193317480884159	0.7686288455648957	3773.6842378453102	74.43433059819002	3.6394503217509415	0.1980572382492302	0.43822987598074525	129	2.8522183541376886	8.68125	14.337499999999999	7.1	14.7	6.267824582740012	5.680712983420303	8	14.1	39.285625	32.2705	7.6	5.178385560415853	nat
15	NT015	NT15	Kokkaervand	Njut	NT	Thy	MidMoistPoor	Mid	Moist	Poor	478318.42	6324607.29	90.65	0.34145	1.6544	6.897	14.621	0	0.114519	2.1982	24.8831	0.44036	1.2207	2.789	25.994	0.7663	2.8244	9.3	39.805	0.44036	1.2207	2.826	26.707	4	20	11.67	3.67	9	0.184	0.826	870.4	0	90.816	4.391	4.569	13.125	1	Sand	5	36.25	3	0.25	0	0	0	0	0	0	0	0	0	0	0	0.15941	1.97498	0	0	0	1	0	0	0	0	2.50747	11.3	6.54	75.2	5.28	29.9	50.734	37.604	9.583	34.374	4.901	20.793	-1.986	1.333	768	4733.407	72	184	0.852	1.021	0.4555	0.4608	10.257	0.301	5.731	0.3792	0.4073	7.281	5.964	3.334	2.289	0.13149	5.229	0.686	4.083712121	0.883712121	7.032575758	-0.710398745278262	0.906226342295629	0.355023750360769	20	0	5	0	0	0	7	0	26	0	0	EarlyDryPoor	0	0	0	0	0	0	17	7	0	0	0	0	35	15	0	0	0	0	70	10	3	3	3	3	36	13	37	1	2	3	4	3	3	0	0	0	0	9	4	1	1	1	1	14	4	4	9	9	44	9	0	0	0	0	49	11	0	0	0	0	3	0	0	0	0	3	3	177	9	80	3	14	40	25	28	23	12	416	1278	4423	528	44	116.4	2.13439	0.08334161491294109	4.545338308487383	2.0475	45.535	0.16485901925000002	12.401538995234592	3478.0475967827724	133.19458339055723	6.894268420895723	3.2135637021978294	3.1607420592771343	0.20402205763103162	0.337688219121328	0.007114227402625071	0.8479348540783621	1464.6235188935625	70.15191022758493	5.380266907452113	0.05850206517248425	0.1825256251182726	146	2.949255724562544	8.79375	28.8125	6.75	31.9	5.8852888629191344	13.227036705173234	7.841666666666667	30.84166666666667	34.636625	174.9545	25.15	5.915748888230095	nat
16	NT016	NT16	Tjenestejorden	Njut	NT	Thy	Oldfield	NA	NA	NA	494961.69	6323036.61	93.96	0.60847	2.3709	7.037	21.76	0.0144	0.028175	2.0705	17.2088	0.133012	0.61478	2.43	21.173	0.7163	2.9156	9.157	42.111	0.145631	0.70828	2.613	22.463	1	8	9.33	3.33	2.33	4.98	0.552	829.4	0	4.082	0	5.929	0	0	Sand	18.75	0.5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06952	0	0	0	1	0	0	0	0	0.13502	0.439	1.47	3.56	14.5	96.5	43.238	30.169	7.266	27.695	5.255	18.301	0.5222	1.139	320	1951.094	36.7	74	0.601	0.723	0.3065	0.2953	7.792	0.385	6.193	0.2747	0.2963	6.699	5.029	5.912	4.454	0.29629	5.521	0.753	3.713461538	4.665045249	3.621493213	0.88690054399111	0.661652049067948	0.436394765366376	3	2	12	0	0	0	0	0	40	0	0	Agricultural	0	0	0	0	0	0	3	2	0	0	0	0	129	27	0	0	0	0	8	3	0	0	0	0	215	26	38	2	3	2	3	19	13	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	52	14	1	1	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	188	3	107	1	27	42	51	35	19	19	137	1142	3559	62	67	100.499	0.06952	0.6493779074365457	5.929359788968841	1.93	44.775	0.413502156	4.662441572807968	9359.17640578344	387.64383667709046	50.688709271899576	4.130363083548456	4.197495681341039	0.2041241452319315	0.28337254630609443	0.0184082922229573	0.3668438862527244	5720.395639304401	154.29321949455837	28.268119546783556	0.3375992241971567	0.2795741923788593	481	4.038204473344271	15.05625	10.08125	15.399999999999999	9.1	3.2269632267298407	4.143946388005841	15.025	9.541666666666666	10.413291666666664	17.17229166666666	-6.299999999999999	4.936906925679234	agri
17	NT017	NT17	Tovsigvej	Njut	NT	Thy	Plantation	NA	NA	NA	494653.15	6322391.79	87.11	0.75858	2.7627	7.076	19.15	0	0.093222	1.5532	18.6801	0.023005	0.16789	2.954	20.121	0.7779	2.8742	9.818	38.583	0.026591	0.20839	3.195	21.424	3	10	4.67	2.33	0.7	1.54	0.636	829.4	0	424.83	4.595	4.806	31.25	1	Sand	0.812	48.25	42	0	0.8363	0.1338	0.09606	0.025465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11065	0.00318	0	0.1781	0.554	0	0	20.4	74.7	36.837	24.448	4.905	22.621	4.056	18.366	4.9211	6.076	256	1141.894	24	64.55	0.6	0.799	0.3802	0.3396	4.79	0.458	3.509	0.2591	0.3089	4.891	5.871	3.044	3.26	0	4.929	1.071	3.895833333	0.833333333	7.270833333	-1.05307934778864	-0.0107502594475976	0.290371554568292	21	2	7	0	0	0	6	0	20	0	0	LateDryPoor	5.877750237717841	8.327292060852049	1.7526602272256875	1.6707674662272138	2.7550270080566395	0.7909828277717043	14	1	0	0	0	0	76	24	0	0	0	0	20	7	0	0	0	0	8	8	116	2	2	4	4	12	6	0	0	0	0	1	1	0	0	0	0	22	5	6	8	9	6	4	0	0	0	0	19	3	0	0	0	0	3	0	0	0	0	3	3	245	7	66	0	16	22	24	35	73	40	2563	1969	5315	6425	39	75.254	0	0.335621733243043	4.726084121855444	1.6775	45.1675	0.24670732375	6.80735008047974	2687.1813657784624	104.578712462656	4.3296142504836075	3.387622747270709	3.2329661922323547	0.5814565045355213	0.5217518567288474	0.027054805851117344	2.2546273436599518	1549.2050259839139	38.9397380784977	4.2087612123558085	0.28074589307053865	0.37085368378797323	244	3.359974942148679	24.962500000000002	28.54375	27.35	29.9	9.36168610169486	6.323603271342482	25.458333333333332	29.09166666666667	87.64116666666668	39.987958333333346	2.549999999999997	5.776081604979661	silv
18	NT018	NT18	Oesterild	Njut	NT	Thy	EarlyMoistRich	Early	Moist	Rich	492404.99	6322387.73	82.81	0.62534	2.2524	8.495	22.596	0.00815	0.204305	1.5176	23.4279	0.09289	0.33832	1.377	16.388	0.7064	2.5606	9.666	38.385	0.095974	0.40073	1.564	17.539	4	5	2	1	1.33	0.0766	0.685	829.4	0	22.222	4.59	4.83	10	0.25	Sand	22.812	0.75	19	0	0	0	0	6.25e-4	0	0	0	0	0	0	0	0.11721	0.00318	0	0	0	1	0	0	0	0	22.02621	62.4	2.82	5.64	1.64	3.29	54.659	37.214	9.511	32.322	6.054	20.984	-2.16	0.408	496	3638.399	52.7	123.2	0.654	0.883	0.4682	0.3942	9.555	0.305	6.388	0.3527	0.4495	6.607	6.674	4.789	3.495	0.15663	5.194	0.73	3.994407366	2.443494315	5.562098319	-0.0307118752744607	0.702717042780255	-0.104406052685675	7	5	14	0	0	0	1	0	63	0	0	EarlyWetPoor	7.322310196725942	10.1435604095459	2.742513898998539	1.0737449526786793	1.6944991111755339	0.6186486678746089	2	1	0	0	0	0	102	37	0	0	0	0	36	5	0	0	0	0	50	14	38	3	3	5	5	16	12	0	0	0	0	8	5	1	1	1	1	10	1	1	1	1	41	14	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	229	5	111	0	27	40	35	49	15	23	717	2652	8532	979	105	71.33	0.12039	0.2518469758290669	4.834952618283129	2.335	45.525	0.24204434125	9.794944087191439	7455.9370360669	302.0574451169075	31.604288108157373	3.8563759122256718	3.997944418789215	0.25357444666211937	0.5760497663686125	0.02632209811258464	2.0468871813120653	2578.3715939063495	133.9266842960158	12.422987194354706	0.03458355219281046	0.04644350056365267	264.7699	3.6705551700352252	40.43125	43.61875	36.400000000000006	39.85	11.892615005400058	11.190306445014512	40.06666666666666	43.40833333333333	141.43429166666664	125.22295833333332	3.4499999999999957	6.390617879079461	nat
19	NH019	NH19	Buderupholm	Njut	NH	Himmerland	Hotspot	NA	NA	NA	552575.8	6301441.4	89.28	0.71358	2.3852	6.942	24.363	0	0.277345	3.0291	27.8221	0.180883	0.51746	1.339	11.494	0.7405	2.6805	7.926	34.143	0.22409	0.57462	1.719	13.287	4	22.33	8	3.67	2.37	0.014	0.661	785.4	0	1248.753	0	5.036	0	0	Sand_clay	0.625	71.25	1.25	0	1.2617	0.2019	0.023532	0	22.931	15	1	2.7	0	0	0	0	0	0	0	0	0	0	0.14453	0	0.00318	0	0	0	0	0.154	0.308	22.908	18.616	3.271	17.475	3.623	17.189	3.5911	6.332	116.5	333.079	10.5	27	0.415	0.526	0.2386	0.2265	1.904	0.531	2.307	0.1368	0.1365	4.055	5.244	6.079	4.859	0	5.247	0.799	3.229166667	0.688095238	8.082738095	-0.231040449532639	-1.03023575640487	0.71901618881948	21	14	12	1	0	1	12	0	27	0	0	LateDryRich	16.804627873912015	19.489126777648913	2.5881716165886184	1.848560920128457	2.3635635375976602	0.49919278038756776	3	3	0	0	0	0	23	12	0	0	0	0	23	8	0	0	0	0	48	8	95	2	5	3	6	4	4	0	0	0	0	0	0	0	0	0	0	17	8	8	21	21	2	2	0	0	0	0	3	2	0	0	0	0	3	0	0	0	0	3	3	228	11	68	0	32	18	24	30	50	42	601	1082	2038	2625	46	0.308	0	0.760021929508178	5.035625073206498	2.36	43.695	0.2450643495	9.65788363935965	2681.63247411646	163.32632732606072	11.819688756782238	4.02056916283008	4.001762625767279	0.08831760866327852	0.39786932528155655	0.014011127866595897	0.7230527784432547	904.59570956127925	85.23717425773951	6.44839980442012	0.0745356316869038	0.126888168520796	5237	4.9542193056281	14.78125	25.8625	14.5	22.65	5.10662559818125	11.590736243512172	14.775	23.491666666666667	26.077625	134.34516666666667	8.149999999999999	5.466431735210753	nat
20	NH020	NH20	Urskoven	Njut	NH	Himmerland	LateDryPoor	Late	Dry	Poor	551027.73	6297142.84	100	0.7778	2.8887	9.299	48.739	0	0.029787	1.099	15.8974	0.012026	0.27244	1.638	8.819	0.7843	3.0961	10.548	54.31	0.012026	0.27506	1.787	10.023	4	23.33	10	2.67	1	0.0232	0.629	807.7	0	1334.41	0	4.639	6.25	0.25	Sand	42.938	32.5	0.5	0	14.6607	2.3457	0.020232	6.25e-4	30.934	7	1	1.923	0	0	0	0	0	0	0	0	0	0	0.04431	0	0	0.00318	0.00637	0	0	1.43	2.87	25.319	19.562	3.523	18.14	3.635	16.993	4.7139	5.917	176	354.725	18	40	0.34	0.473	0.2286	0.1661	2.998	0.533	2.884	0.1252	0.1747	4.573	5.383	4.72	4.407	0	5.292	0.934	4.682133838	1.467171717	5.850694444	-0.641362260264791	-0.806142977833221	0.197958439880245	24	12	16	0	0	0	22	0	22	0	0	LateDryPoor	17.681151414898444	24.0150985717773	6.103616219047063	1.5963344041195664	2.70599136352539	0.8079432359558639	2	2	0	0	0	0	67	13	0	0	0	0	73	14	1	1	2	2	168	8	93	1	2	3	4	13	10	0	0	0	0	2	2	0	0	0	0	25	10	11	26	27	3	3	0	0	0	0	3	1	0	0	0	0	7	0	0	0	0	6	6	252	12	88	1	40	20	27	38	53	37	798	1164	2485	3091	33	2.87637	0	0.2802583880142695	4.654449248013054	3.425	46.175	0.32351696525	10.627675916475654	1454.9984019262422	54.91804218663044	6.381872466280343	4.445653078322868	4.351670408635048	0.347419055320804	0.8433860326090301	0.01710180944947185	1.405399018731094	1185.635473044706	50.238138067802375	4.319748285024927	0.1763594681515606	0.2383003688210296	130	4.266890315401968	20.8	24.55625	21	25.549999999999997	7.19370094828339	6.703627749211616	20.575	24.916666666666668	51.74933333333335	44.938625	4.549999999999997	5.562707745342003	nat
21	NH021	NH21	Skindbjerglund	Njut	NH	Himmerland	LateDryRich	Late	Dry	Rich	556187.31	6305594.48	69.22	0.57269	1.2009	4.352	12.315	0.0165	0.714523	4.5455	42.4097	0.228389	1.08127	2.854	13.543	0.7199	2.144	6.688	24.309	0.246681	1.15292	3.062	14.784	4	23.33	8	2.33	0.7	0.00242	0.556	785.4	0	2738.946	4.25	4.502	3.75	0.75	Sand	3.875	27.5	0.75	0	28.2187	4.515	0.067354	0	34.553	11	2	2.288	3.301	2	0	0	0	0	0	0	0	0	0.23434	0	0	0	0	0	0	5.96	11.9	22.621	18.331	3.108	17.379	3.375	16.785	4.895	6.731	96	350.016	10	24	0.316	0.416	0.2039	0.1725	2.197	0.556	2.233	0.1127	0.1361	4.26	5.652	5.062	4.902	0	5.167	0.968	4.578869048	1.083333333	6.337797619	-0.582962198733213	-1.12532569751062	0.0674846689172368	19	9	11	1	0	2	7	0	13	0	0	LateDryPoor	13.624239943334178	18.3589363098145	3.7790667442173076	1.7403913164670584	2.6469161987304703	0.7131014812858786	0	0	0	0	0	0	45	17	0	0	0	0	44	8	0	0	0	0	49	9	90	1	3	1	3	10	7	0	0	0	0	3	2	0	0	0	0	25	4	5	10	11	3	3	1	1	2	2	8	6	0	0	0	0	5	0	0	0	0	5	5	224	7	77	1	29	20	31	31	66	22	1150	1057	2871	3973	28	11.9	0	0.07232705035756484	4.5098405926603355	3.25	46.04	0.37919925425	8.976208434519299	5980.1776068246	186.63301942004773	21.309262377701476	4.566654316707439	4.6625756796163245	0.43112256571265983	0.13490737563232133	0.10906256856642368	2.091295529241641	807.3975048726498	26.891558077130146	5.24711685747808	0.3132099491565576	0.2865680807990316	360	4.654527378671219	29.51875	30.3625	26.65	26.45	11.202155670524611	10.488144100205082	29.575	30.241666666666667	125.48829166666668	110.00116666666668	-0.1999999999999993	5.756172353383533	nat
22	NH022	NH22	Hoestemark_Engskov	Njut	NH	Himmerland	LateMoistRich	Late	Moist	Rich	574000.44	6311083.17	78.6	0.73525	2.146	5.355	14.43	0.0267	0.500432	2.148	29.3732	0.415552	0.9878	5.663	21.316	0.7358	2.3651	9.111	31.06	0.415552	1.00889	5.829	22.47	4	60	19	7.33	1.67	0.242	0.607	708.4	0	1128.231	4.46	4.446	35	1	Organic	1.25	78.75	1.75	0	1.549	0.2478	0.053938	0	18.65	10	3	2.259	2.056	0	0	0	0	0	0	0	0	0	0.01273	0	0	0	0	0	0	4.73	9.46	22.621	18.331	3.086	17.379	3.557	17.652	3.88	6.329	99	329.189	10.7	26	0.459	0.555	0.2473	0.2479	2.293	0.577	2.771	0.1729	0.1759	4.6	5.877	4.079	3.953	0	5.352	0.969	4.716477273	1.068181818	6.215340909	-0.745376058720843	-0.605314609772507	-0.122164638552282	24	15	10	0	0	0	14	0	26	0	0	LateWetPoor	13.697579102611437	17.1483154296875	3.0414313507244146	1.8417420671946962	2.69010591506958	0.7570767536652097	0	0	0	0	0	0	57	23	0	0	0	0	25	5	0	0	0	0	45	10	106	3	7	3	7	11	7	0	0	0	0	1	1	0	0	0	0	23	7	8	14	15	12	5	0	0	0	0	12	5	0	0	0	0	7	0	0	0	0	6	6	267	10	88	0	39	22	25	35	65	37	1576	1925	4385	4498	45	9.46	0	0.19402871991778034	4.483113192002953	2.965	46.05	0.3041006885	9.900261550123036	3728.0207906844275	128.22881699938276	10.798753553865863	4.349330466062625	4.3848354906428035	0.5989156868875618	0.38496753109840315	0.08387633384474541	1.1679883592337021	665.5250434422667	10.463357540107145	3.372678196605538	0.5070818501770835	0.4979402222636824	620	3.906113950517911	41.13125	57.2125	43.8	56.65	12.36903223107343	5.833223808495609	43.13333333333333	57.458333333333336	152.99295833333332	34.02650000000002	12.850000000000001	6.803208323168802	nat
23	NH023	NH23	Hoestemark_Sumpskov	Njut	NH	Himmerland	LateWetRich	Late	Wet	Rich	574846.28	6310504.06	99.66	0.75512	2.134	5.545	13.933	0	0	1.8171	24.0429	0.379895	2.12608	6.151	22.038	0.7851	3.1331	9.695	31.324	0.379895	2.12608	6.27	23.176	4	23.33	11	3.67	2	0.254	0.587	708.4	1	800.964	4.583	0	100	1	Organic	73.125	5.25	3.75	0	1.6911	0.2706	0.03984	0	14.873	10	1	2.296	0	0	0	0.01273	0	0	0	0	1	0	0.2522	0	0	3.4775	6.96	0.443	1.52	13.2	26.4	27.173	19.472	3.051	18.455	3.356	17.32	3.3539	6.718	152	551.327	15	39	0.208	0.303	0.1473	0.102	2.157	0.588	2.555	0.0809	0.1323	5.945	7.346	5.12	4.423	0.0296	5.459	0.864	5.317805383	2.211538462	4.470656155	-0.26769636615929	-0.443330734642823	-0.642554019718779	35	18	11	1	1	2	12	1	44	1	1	LateWetRich	11.558903675984423	15.6941823959351	3.7039149725281484	1.8162631846297668	2.76704931259155	0.7536794796765061	3	3	0	0	0	0	43	20	0	0	0	0	13	4	0	0	0	0	70	19	101	1	4	1	4	24	14	0	0	0	0	1	1	0	0	0	0	21	6	6	12	12	32	12	1	1	3	3	13	3	0	0	0	0	6	0	0	0	0	6	6	312	10	111	1	39	28	43	34	49	52	1611	2250	4752	4137	78	34.88	0.01273	0.5715767664977295	4.583366203680142	2.9074999999999998	47.04	0.2902728375	10.030932787146725	3560.51349967513	130.3912908064331	12.375892406827166	4.305026289905234	4.347093885416415	0.2074246851269153	0.4071854614300461	0.02452585077329998	0.4173692729473035	1682.131500725592	77.6807280740954	6.955266528876193	0.17503547275140757	0.19564929037891493	3606	4.5028230966225555	71.1375	69.95	71.3	70.6	2.638402294318793	3.134538775216114	71.51666666666667	70.59166666666667	6.961166666666671	9.825333333333335	-0.7000000000000028	7.366950562971645	nat
24	NH024	NH24	Regan_Vest	Njut	NH	Himmerland	MidDryRich	Mid	Dry	Rich	548845.8	6298055.85	44.06	0.32192	1.3431	5.034	38.443	0.159	1.110343	4.7388	25.9486	0.288804	0.60783	1.874	8.689	0.532	1.7681	6.465	44.244	0.334704	0.80621	2.113	9.908	3	18.33	7	2.67	0.7	0.0157	0.544	799.9	0	652.778	0	5.767	0	0	Sand_clay	6.062	22.5	27.5	0	0.4438	0.071	0.13215	0	1.452	1	1	0	0	0	0	0	0	0	0	0	0	0	0.41442	0	0	0	0	0	0	4.81	9.62	24.351	18.521	2.828	17.408	3.483	16.701	3.8011	5.93	105	586.159	11	20	0.205	0.308	0.1489	0.099	2.134	0.606	2.792	0.0772	0.1189	5.181	5.499	5.981	4.798	0.04453	5.261	0.802	4.989010989	1.425995879	5.584993132	0.254635442563804	-0.82765716320286	0.364722335517796	21	17	15	0	0	0	4	0	47	1	1	LateDryRich	6.309786887316556	10.238772583007773	2.579480943601665	2.1918993483336644	2.8625602722168	0.5470485157525864	1	1	0	0	0	0	72	27	0	0	0	0	16	7	0	0	0	0	19	8	151	3	6	5	8	19	14	0	0	0	0	3	2	0	0	0	0	21	5	5	10	10	1	1	0	0	0	0	1	1	0	0	0	0	12	0	1	0	1	8	8	345	8	105	0	38	14	40	42	101	44	1134	2157	6113	3040	76	9.62	0	1.3059192164908209	5.767237124613432	2.8600000000000003	44.185	0.24763289375	11.54336780164254	3329.335696719545	363.7981489569448	49.00234065012228	4.537665395525434	4.578959903554535	0.3834057902536162	1.3825700705570059	0.013966642262357599	1.3740322414389372	1787.5444528981168	108.37325166978171	22.57385492544953	0.26789624700685666	0.22179987208321475	7384	5.333124107691923	33.69375	23.73125	35.099999999999994	23.2	9.575139250510494	5.672826309110243	34.275	23.766666666666666	91.68329166666668	32.180958333333336	-11.899999999999995	5.501064409580761	nat
